year_built,permalink,property_id,listing,primary_photo,sold_date,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1921,3712-11th-St_Des-Moines_IA_50313_M77782-06066,7778206066,2961419583,https://ap.rdcpix.com/a041a97e2391f8a7019551fc555e8fcel-b71821990s-w1024_h768.jpg,2024-01-05,5401,884,1,0,2,50313,Iowa,Des Moines,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
1914,643-New-Willow-St_Trenton_NJ_08618_M53236-00147,5323600147,2959611114,https://ap.rdcpix.com/cee6daa86763b4b7d3eaf842db660237l-m1232046489s-w1024_h768.jpg,2023-12-22,1412,1101,1,0,3,8618,New Jersey,Trenton,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1956,1101-Hickory-Ln_Midwest-City_OK_73110_M75078-80814,7507880814,2961357371,https://ap.rdcpix.com/e053463e093d0bef792dbf256959de00l-m3303133388s-w1024_h768.jpg,2024-01-12,7841,858,1,1,3,73110,Oklahoma,Midwest City,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
1966,6110-Raymond-Rd_Madison_WI_53711_M79940-01276,7994001276,2962092649,https://ap.rdcpix.com/f9c0934c5e90cefca588e6301ff46280l-m556667035s-w1024_h768.jpg,2024-01-04,7405,1200,2,1,3,53711,Wisconsin,Madison,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1
1940,4309-S-Ashlawn-Dr_Richmond_VA_23221_M57552-72500,5755272500,2962225304,https://ap.rdcpix.com/3f71ba7eb4fc5d81566f93a3d926c29fl-m3627483754s-w1024_h768.jpg,2024-01-12,7349,1775,2,0,3,23221,Virginia,Richmond,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
1952,1424-E-15th-St_Des-Moines_IA_50316_M82250-42386,8225042386,2961976007,https://ap.rdcpix.com/0db454ac0bce41f5fbb3075790752a09l-b2367363979s-w1024_h768.jpg,2024-01-09,8015,720,1,1,2,50316,Iowa,Des Moines,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1994,2349-Brookstone-Dr_Montgomery_AL_36117_M71940-45969,7194045969,2961543302,https://ap.rdcpix.com/22dae1c10863474a4ec207164c4ddb23l-m177292656s-w1024_h768.jpg,2024-01-03,13747,2069,2,2,4,36117,Alabama,Montgomery,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1898,134-Brown-St_Hartford_CT_06114_M42041-31821,4204131821,2960709911,https://ap.rdcpix.com/c7907ec4e28b78a5d095cd386138de16l-b936944203s-w1024_h768.jpg,2023-12-14,6098,1510,2,1,2,6114,Connecticut,Hartford,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1967,3808-Huntleigh-Dr_Raleigh_NC_27604_M53701-20180,5370120180,2961460643,https://ap.rdcpix.com/5a98176d305735f23c37abb968bcd7f8l-b2778455105s-w1024_h768.jpg,2024-01-10,11761,1973,3,1,4,27604,North Carolina,Raleigh,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
1940,2020-Leestown-Rd_Frankfort_KY_40601_M48093-29776,4809329776,2958389972,https://ap.rdcpix.com/102fbd36bf280dab16fe129f6cd47a4cl-b2748032800s-w1024_h768.jpg,2023-12-22,22695,1970,2,0,3,40601,Kentucky,Frankfort,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1960,1604-Nathaniel-Mitchell-Rd_Dover_DE_19904_M63578-01772,6357801772,2960305323,https://ap.rdcpix.com/8e5676ebd7474a79e29caeb8bf5f180el-m2786581966s-w1024_h768.jpg,2023-12-06,6822,2306,2,0,3,19904,Delaware,Dover,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1992,1404-Cherry-Brook-Dr_Little-Rock_AR_72211_M76139-07342,7613907342,2960542457,https://ap.rdcpix.com/212a155054222f761be7376631ed882cl-m407797174s-w1024_h768.jpg,2024-01-05,8712,1600,2,2,3,72211,Arkansas,Little Rock,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1842,68-S-State-St_Concord_NH_03301_M41009-89841,4100989841,2957835278,https://ap.rdcpix.com/b7f15127ff5d0ec381a2858d1710b823l-m3145401659s-w1024_h768.jpg,2023-09-25,15246,3768,3,0,0,3301,New Hampshire,Concord,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1
1999,995-Heatherbrook-Ln-NE_Atlanta_GA_30324_M60009-92752,6000992752,2961311158,https://ap.rdcpix.com/d05d9a8fc9d6615ecd365b0fd1bfabefl-m236780098s-w1024_h768.jpg,2024-01-08,1124,2172,4,2,4,30324,Georgia,Atlanta,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2020,131-Sundew-Rd_Elgin_SC_29045_M96784-01203,9678401203,2952522023,https://ap.rdcpix.com/57d3213893447af43c5e584c17cf7d10l-m3540574311s-w1024_h768.jpg,2023-08-01,7405,1878,2,2,3,29045,South Carolina,Elgin,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1989,97-Anderer-Ln-Apt-207_Boston_MA_02132_M46797-30937,4679730937,2959019044,https://ap.rdcpix.com/fe57c5361a4f4acbfb6c22a75da64dc5l-b3538182834s-w1024_h768.jpg,2024-01-10,1200,1200,2,1,2,2132,Massachusetts,Boston,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0
1977,8642-N-Wren-Cir_Phoenix_AZ_85028_M25914-19335,2591419335,2961534040,https://ap.rdcpix.com/85548196b6ea85cd1c3329308a5d1380l-m4136778424s-w1024_h768.jpg,2023-12-26,37462,2903,3,2,3,85028,Arizona,Phoenix,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2007,25-Courtfield-Dr_Mabelvale_AR_72103_M75390-03317,7539003317,2962362138,https://ap.rdcpix.com/5d187d8d81c9dba66a80a822478cdffcl-m2793552407s-w1024_h768.jpg,2024-01-11,9583,1386,2,2,3,72103,Arkansas,Mabelvale,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1995,5313-Dunrobin-Ct_Raleigh_NC_27610_M62916-71935,6291671935,2961584848,https://ap.rdcpix.com/f9b4572240810f5580464f89cdf6667bl-m2283658109s-w1024_h768.jpg,2024-01-16,11761,1323,2,1,3,27610,North Carolina,Raleigh,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0
1958,5210-Coney-Weston-Pl_Madison_WI_53711_M76913-87118,7691387118,2959866911,https://ap.rdcpix.com/e226552d8e7e7ffd790674968d476a23l-m3095317092s-w1024_h768.jpg,2024-01-08,9583,2022,3,2,3,53711,Wisconsin,Madison,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1940,1395-Pearl-St-NE_Salem_OR_97301_M18557-95715,1855795715,2958806994,https://ap.rdcpix.com/9c3423b677f859ec6c9eae63e5fe0926l-b3668797285s-w1024_h768.jpg,2024-01-11,4791,1719,1,1,3,97301,Oregon,Salem,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0
2003,35-Westfield-Ct_Little-Rock_AR_72210_M80208-34987,8020834987,2961793522,https://ap.rdcpix.com/2d1090f6f919e892651c3c795623c699l-m1497622057s-w1024_h768.jpg,2024-01-08,8276,1678,2,0,3,72210,Arkansas,Little Rock,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1979,10408-White-Oak-Canyon-Rd_Oklahoma-City_OK_73162_M71210-48958,7121048958,2961896671,https://ap.rdcpix.com/05ba80dd6030b636c73dba8be3e44943l-m1715223724s-w1024_h768.jpg,2024-01-12,8377,1645,2,2,3,73162,Oklahoma,Oklahoma City,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
1995,1512-Oakland-Hills-Way_Raleigh_NC_27604_M62374-81843,6237481843,2961325928,https://ap.rdcpix.com/31dc09f61603ab9e0d332076bd13da62l-m2547265785s-w1024_h768.jpg,2024-01-12,4356,1230,3,0,2,27604,North Carolina,Raleigh,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
1978,2060-Generals-Way_Dover_DE_19901_M54577-54728,5457754728,2961467013,https://ap.rdcpix.com/7e7079c724b2f83d7123ff2445aeda0cl-m3302491444s-w1024_h768.jpg,2023-12-15,3300,1524,3,0,3,19901,Delaware,Dover,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1943,2560-S-Race-St_Denver_CO_80210_M13709-82891,1370982891,2960360607,https://ap.rdcpix.com/aeb243ab5209d03884721e19a5999cb9l-m3803716127s-w1024_h768.jpg,2023-10-31,6250,1717,3,2,3,80210,Colorado,Denver,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2004,4849-Tommans-Trl_Raleigh_NC_27616_M53235-61016,5323561016,2959595147,https://ap.rdcpix.com/e05e626207df1881b526893629f5989bl-m843675294s-w1024_h768.jpg,2024-01-16,3920,1531,3,2,3,27616,North Carolina,Raleigh,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
2002,13-Vly-Rd_Albany_NY_12205_M34006-41568,3400641568,2959911289,https://ap.rdcpix.com/59020e57babd047df70560d886f6f293l-m2749946704s-w1024_h768.jpg,2023-12-29,7405,1061,1,1,2,12205,New York,Albany,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
2000,45-Bouresse-Dr_Little-Rock_AR_72223_M77857-09635,7785709635,2959582239,https://ap.rdcpix.com/9357e0fe18383b58e07e3b28028d79c2l-m620784061s-w1024_h768.jpg,2024-01-10,8712,2340,3,2,4,72223,Arkansas,Little Rock,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0
1960,3125-Norcrest-Dr_Oklahoma-City_OK_73121_M73662-99978,7366299978,2961626303,https://ap.rdcpix.com/85304b3f4add35c6308ce6125e20d3e9l-b3369917851s-w1024_h768.jpg,2024-01-16,45738,1763,1,0,3,73121,Oklahoma,Oklahoma City,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1952,5131-Alcott-Dr_Sacramento_CA_95820_M19226-86308,1922686308,2962336081,https://ap.rdcpix.com/1a23354efac07982e5fad3194cbd7027l-m170353913s-w1024_h768.jpg,2024-01-12,4792,1018,1,1,3,95820,California,Sacramento,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1985,7520-Component-Way_Sacramento_CA_95842_M26615-04436,2661504436,2962312527,https://ap.rdcpix.com/f6a5f4efa907cbdf6fc0e46279a21a5fl-b1805751093s-w1024_h768.jpg,2024-01-10,4953,1131,2,2,3,95842,California,Sacramento,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
1905,1215-Blue-Hill-Ave_Boston_MA_02126_M92935-47852,9293547852,2961065025,https://ap.rdcpix.com/9b0e5f3ecd1e7053eec0f95172d84ccal-m3451474049s-w1024_h768.jpg,2024-01-09,3600,4408,4,1,11,2126,Massachusetts,Boston,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1
1958,3026-Baker-Hill-Rd_Columbus_OH_43207_M43037-60561,4303760561,2959978769,https://ap.rdcpix.com/bde37ec2d08dfa5a7531cfe4b1f977dcl-m3383828098s-w1024_h768.jpg,2023-12-07,5998,1200,1,2,3,43207,Ohio,Columbus,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1989,9127-Colonsay-Way_Sacramento_CA_95829_M13775-92292,1377592292,2956615378,https://ap.rdcpix.com/270ed506be0d63be7ae668303c64a823l-m3144386278s-w1024_h768.jpg,2024-01-12,4726,1284,2,2,3,95829,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
1989,9719-Rosalie-Dr_Montgomery_AL_36117_M80733-35883,8073335883,2958470414,https://ap.rdcpix.com/2ac61710111ba698b9acd456826038b7l-m1097976753s-w1024_h768.jpg,2024-01-05,22651,3137,3,0,4,36117,Alabama,Montgomery,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
1947,1705-3rd-St-E_Saint-Paul_MN_55106_M78803-25875,7880325875,2962078577,https://ap.rdcpix.com/0d487fad15b943e190fbf65bf0fb86d2l-m641197758s-w1024_h768.jpg,2024-01-08,4400,720,2,1,2,55106,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
1961,1008-Haven-Dr_Columbia_SC_29209_M63287-44302,6328744302,2958214372,https://ap.rdcpix.com/46d56c7c1505c4cbb22ec8d97b4f631al-m3713573928s-w1024_h768.jpg,2023-07-24,23522,1584,2,0,3,29209,South Carolina,Columbia,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1952,3108-Westwood-Ave_Lansing_MI_48906_M38176-52508,3817652508,2960381120,https://ap.rdcpix.com/e82e2a5a3ffec47f372911c9e72b7af2l-b850049842s-w1024_h768.jpg,2024-01-02,7405,1333,1,0,3,48906,Michigan,Lansing,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0
1930,231-Lowell-Ave_Providence_RI_02909_M37230-40976,3723040976,2959874611,https://ap.rdcpix.com/53f5322273740bc79f7422ad55706335l-m830638591s-w1024_h768.jpg,2024-01-02,5001,1836,2,1,4,2909,Rhode Island,Providence,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1969,4803-Greenfield-Dr_Little-Rock_AR_72209_M72285-62975,7228562975,2961505585,https://ap.rdcpix.com/40f263bad7677bee2c541c66f1f0cc49l-m2228804086s-w1024_h768.jpg,2024-01-05,10454,1108,2,0,3,72209,Arkansas,Little Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,404-Worchester-Dr_Dover_DE_19904_M52088-82615,5208882615,2957946594,https://ap.rdcpix.com/8642cc392184b196195bfaad9d558f90l-m4207850844s-w1024_h768.jpg,2023-12-28,4678,1734,3,1,3,19904,Delaware,Dover,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
2001,2562-Waterford-Pl_Carson-City_NV_89703_M26503-96128,2650396128,2961838078,https://ap.rdcpix.com/2c22dc4fcf2c0aef150cdf2cc75a0033l-m474295021s-w1024_h768.jpg,2023-12-20,10454,2543,3,3,3,89703,Nevada,Carson City,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1993,1332-E-Wildwood-Dr_Phoenix_AZ_85048_M13759-20461,1375920461,2961422179,https://ap.rdcpix.com/265bb4141b979e8ee1eecfe80e6195bfl-m2277606688s-w1024_h768.jpg,2023-12-26,4696,1650,2,2,3,85048,Arizona,Phoenix,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
1957,10812-W-David-O-Dodd-Rd_Little-Rock_AR_72204_M89456-80329,8945680329,2956749065,https://ap.rdcpix.com/54a3612ad3e6cfcbf823d2c37ddd55efl-m3968621759s-w1024_h768.jpg,2024-01-12,11761,1446,2,0,3,72204,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,195-E-Sheldrake-Cir_Dover_DE_19904_M66853-09395,6685309395,2961516437,https://ap.rdcpix.com/56420024f88e24e6e3b430090aaacb53l-m3641229247s-w1024_h768.jpg,2023-12-08,2420,1955,3,1,3,19904,Delaware,Dover,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
1990,3717-Black-Eagle-Dr_Antelope_CA_95843_M12200-20515,1220020515,2962906424,https://ap.rdcpix.com/2f2b689cb7eaae564314a4fb3079160dl-m251904658s-w1024_h768.jpg,2024-01-12,5101,1044,2,2,2,95843,California,Antelope,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1930,47-Ramsey-Pl_Albany_NY_12208_M34166-51402,3416651402,2960857744,https://ap.rdcpix.com/80badc9d7626f2210af341874903a5ccl-m504569794s-w1024_h768.jpg,2024-01-08,6534,1632,2,0,4,12208,New York,Albany,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
2022,7107-Fain-Park-Dr_Montgomery_AL_36117_M97024-16423,9702416423,2959892239,https://ap.rdcpix.com/edcb73416e181a3c9b2c85d6a6a6f387l-m2382958776s-w1024_h768.jpg,2024-01-02,4356,3050,4,2,4,36117,Alabama,Montgomery,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0
1953,345-Dewey-Dr_Annapolis_MD_21401_M60220-99309,6022099309,2962529490,https://ap.rdcpix.com/090034efcd9259253cfdcc32421e6a1fl-m3511118048s-w1024_h768.jpg,2024-01-09,15483,1848,2,0,4,21401,Maryland,Annapolis,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1
1969,1390-Clay-St-NE_Salem_OR_97301_M13873-77338,1387377338,2962022993,https://ap.rdcpix.com/592e74b138fa275aa924c45ea0970141l-m2738655631s-w1024_h768.jpg,2024-01-04,8276,2160,3,0,7,97301,Oregon,Salem,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1930,810-Electric-Ave-SE_Salem_OR_97302_M18718-86378,1871886378,2961021353,https://ap.rdcpix.com/3f97316d6dd06731a574e9e76a51d5d6l-m470093944s-w1024_h768.jpg,2023-12-29,6098,1424,2,1,3,97302,Oregon,Salem,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
1982,12624-Saint-Charles-Blvd_Little-Rock_AR_72211_M81203-25607,8120325607,2960884585,https://ap.rdcpix.com/375a491688e554df400089f291932b42l-m2651912376s-w1024_h768.jpg,2024-01-10,17860,2851,3,2,4,72211,Arkansas,Little Rock,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
1905,895-N-Main-St_Providence_RI_02904_M96051-06566,9605106566,2955137294,https://ap.rdcpix.com/74116ee189521dd7f650a0c2192e5f77l-m888372471s-w1024_h768.jpg,2024-01-04,5227,3016,3,0,8,2904,Rhode Island,Providence,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1994,309-Fawn-Rdg-N_Harrisburg_PA_17110_M32305-93556,3230593556,2962068179,https://ap.rdcpix.com/392e142e1cec175159fe2567c9de59d4l-m2633627766s-w1024_h768.jpg,2024-01-09,2178,1600,3,1,3,17110,Pennsylvania,Harrisburg,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
1939,1432-Ashland-Ave_Saint-Paul_MN_55104_M85867-63935,8586763935,2960042613,https://ap.rdcpix.com/188c2a60e17160032aef29a14fdfd93fl-m2264361724s-w1024_h768.jpg,2024-01-12,5968,1600,1,2,3,55104,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
2004,604-Carldan-Rd_Richmond_VA_23227_M65637-23524,6563723524,2960248413,https://ap.rdcpix.com/99a0ec69b9ebd7e9acf5160a99c3d6b5l-m177095868s-w1024_h768.jpg,2024-01-12,17860,3616,3,2,4,23227,Virginia,Richmond,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
1968,201-Eagerton-Rd_Montgomery_AL_36116_M73072-57977,7307257977,2959976130,https://ap.rdcpix.com/1b57dd0074430e3f535b27b6b771d69el-m3916576073s-w1024_h768.jpg,2024-01-02,18731,2556,2,0,3,36116,Alabama,Montgomery,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1989,4339-Robertson-Blvd_Indianapolis_IN_46228_M39536-54826,3953654826,2957495651,https://ap.rdcpix.com/44766a579a64314fd7a7221a49a7fdb4l-m4035331870s-w1024_h768.jpg,2023-09-19,14375,1520,3,2,4,46228,Indiana,Indianapolis,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0
1969,312-Burnside-Dr_Little-Rock_AR_72205_M78772-00673,7877200673,2961677286,https://ap.rdcpix.com/0f43deb0975cf71c8bcdc745c3ba6398l-m968022818s-w1024_h768.jpg,2024-01-05,8712,1700,2,0,4,72205,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1972,8962-Salmon-Falls-Dr_Sacramento_CA_95826_M29128-60070,2912860070,2961628782,https://ap.rdcpix.com/dda6eb88c381099d6d7554e8d1a82d72l-b2415552705s-w1024_h768.jpg,2024-01-11,7266,1139,2,2,4,95826,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0
1950,810-Cortland-St_Albany_NY_12203_M45749-62799,4574962799,2961817440,https://ap.rdcpix.com/83e7216204c47fe382dc3baadc10c66bl-b1630014591s-w1024_h768.jpg,2024-01-03,11761,1448,2,2,2,12203,New York,Albany,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0
1980,1546-Reservation-Rd-SE-93_Olympia_WA_98513_M26891-75209,2689175209,2960509191,https://ap.rdcpix.com/8678fcb4b5238fe92d90999a499a611fl-m2713596594s-w1024_h768.jpg,2024-01-03,2324,120,0,0,0,98513,Washington,Olympia,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2021,1225-Correlli-Ct_Carson-City_NV_89706_M91535-61489,9153561489,2962207314,https://ap.rdcpix.com/c5ef5c155cb59a02d594c0c13217f40bl-m1390899372s-w1024_h768.jpg,2024-01-02,1742,1460,3,1,3,89706,Nevada,Carson City,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1943,2560-S-Race-St_Denver_CO_80210_M13709-82891,1370982891,2960360607,https://ap.rdcpix.com/aeb243ab5209d03884721e19a5999cb9l-m3803716127s-w1024_h768.jpg,2023-10-31,6250,1717,3,2,3,80210,Colorado,Denver,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1920,17-19-Van-Buren-St_Providence_RI_02905_M99318-18866,9931818866,2959960579,https://ap.rdcpix.com/bc0012fc4b3204de36076813e5bcd521l-m4287932034s-w1024_h768.jpg,2024-01-02,3202,3201,3,2,6,2905,Rhode Island,Providence,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1977,8642-N-Wren-Cir_Phoenix_AZ_85028_M25914-19335,2591419335,2961534040,https://ap.rdcpix.com/85548196b6ea85cd1c3329308a5d1380l-m4136778424s-w1024_h768.jpg,2023-12-26,37462,2903,3,2,3,85028,Arizona,Phoenix,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1969,6712-Gavilan-Ave_Columbia_SC_29203_M52048-26220,5204826220,2960334865,https://ap.rdcpix.com/76bc2e05b9107441b98beb3aaaecd537l-m1381461675s-w1024_h768.jpg,2023-10-24,9583,1053,1,0,3,29203,South Carolina,Columbia,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1960,7660-23rd-St_Sacramento_CA_95832_M11120-92048,1112092048,2962060397,https://ap.rdcpix.com/d965ddaaf83fc6d944ec88d20a677cd2l-m1195592202s-w1024_h768.jpg,2024-01-11,8276,1092,2,2,3,95832,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
2000,1490-Hackworth-St_Columbus_OH_43207_M37417-90117,3741790117,2959105260,https://ap.rdcpix.com/816a6f1ecaa5dc7af12975bdd15d0fbal-m2755005864s-w1024_h768.jpg,2023-10-11,5663,1469,3,2,3,43207,Ohio,Columbus,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0
1920,41-Cedar-St_Boston_MA_02126_M40548-97953,4054897953,2961366044,https://ap.rdcpix.com/12a530f75bdc318e96e71aab413de911l-m1575236390s-w1024_h768.jpg,2024-01-12,2404,1052,1,0,3,2126,Massachusetts,Boston,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1998,28-Eagle-Nest-Ct_Little-Rock_AR_72210_M75901-24670,7590124670,2961964413,https://ap.rdcpix.com/1d02f3b3babde061918394f4ccae59f6l-m540296288s-w1024_h768.jpg,2024-01-12,10890,1830,2,0,3,72210,Arkansas,Little Rock,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1971,623-Sonoma-St_Carson-City_NV_89701_M14898-26213,1489826213,2959228826,https://ap.rdcpix.com/9da0c0164be735a275aaf573e21d950dl-b671298812s-w1024_h768.jpg,2023-12-20,6970,1867,2,2,3,89701,Nevada,Carson City,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1
1910,1008-Oakmont-Rd_Charleston_WV_25314_M45421-27284,4542127284,2954257214,https://ap.rdcpix.com/b02cba9b2211b1157e6777589f6c3494l-m3596982398s-w1024_h768.jpg,2023-07-27,4792,1214,1,1,3,25314,West Virginia,Charleston,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
1956,4746-N-34th-Dr_Phoenix_AZ_85017_M22820-94344,2282094344,2961693636,https://ap.rdcpix.com/673a2b12ebc2f17972cfaeb0968cfe94l-m1685795949s-w1024_h768.jpg,2023-12-22,7410,2155,2,0,5,85017,Arizona,Phoenix,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1850,1-Call-St_Concord_NH_03301_M33677-71049,3367771049,2956809989,https://ap.rdcpix.com/a8fcb630770f69d3b6a6b74a833b129el-m1153487366s-w1024_h768.jpg,2023-08-09,8712,1354,1,0,3,3301,New Hampshire,Concord,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1890,1039-Victoria-St-N_Saint-Paul_MN_55103_M79555-47624,7955547624,2960069785,https://ap.rdcpix.com/da9d4b9d9a3d9fa826fbc52558faadf1l-b895048990s-w1024_h768.jpg,2024-01-05,4922,1225,2,0,4,55103,Minnesota,Saint Paul,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2006,1440-Bethel-St-NE_Olympia_WA_98506_M96195-92614,9619592614,2962193120,https://ap.rdcpix.com/1da3d59b9e2c04ab482147fefab17f84l-m3542857118s-w1024_h768.jpg,2024-01-12,5760,2277,3,2,4,98506,Washington,Olympia,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
1984,13320-Turtle-Creek-Dr_Oklahoma-City_OK_73170_M81251-96929,8125196929,2962074638,https://ap.rdcpix.com/21ed6c7ecaa082c0fb54c89ad1e391del-m1130977779s-w1024_h768.jpg,2024-01-12,6970,1318,2,2,3,73170,Oklahoma,Oklahoma City,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0
1958,1207-Juniper-Ave_Madison_WI_53714_M86104-99283,8610499283,2959924492,https://ap.rdcpix.com/21258de60faf4f65ec3d7ea700d63940l-m1937686652s-w1024_h768.jpg,2024-01-05,8276,1538,1,2,3,53714,Wisconsin,Madison,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0
1900,2115-Cedar-St_Richmond_VA_23223_M59241-66673,5924166673,2960849935,https://ap.rdcpix.com/49420d3a921342635def11d2a172b5eel-m3430037638s-w1024_h768.jpg,2024-01-11,4090,2535,3,2,3,23223,Virginia,Richmond,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
1948,124-44th-St_Sacramento_CA_95819_M19326-47687,1932647687,2962533815,https://ap.rdcpix.com/bba88d340e7d537b1862d0d65e7a6f56l-m2637028609s-w1024_h768.jpg,2024-01-12,6199,1330,2,2,3,95819,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
1985,7520-Component-Way_Sacramento_CA_95842_M26615-04436,2661504436,2962312527,https://ap.rdcpix.com/f6a5f4efa907cbdf6fc0e46279a21a5fl-b1805751093s-w1024_h768.jpg,2024-01-10,4953,1131,2,2,3,95842,California,Sacramento,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
2005,840-United-Ave-SE-Unit-309_Atlanta_GA_30312_M92238-46849,9223846849,2960169743,https://ap.rdcpix.com/32fbbec28f1355bf27ebb5cbed63cad3l-m357158827s-w1024_h768.jpg,2024-01-11,1045,1059,2,0,2,30312,Georgia,Atlanta,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1967,2792-Waters-View-Dr_Nashville_TN_37217_M81643-75970,8164375970,2959874555,https://ap.rdcpix.com/caf67299e45fbbf1dc5c1276b8f09159l-m23910027s-w1024_h768.jpg,2023-12-11,12480,2034,2,0,4,37217,Tennessee,Nashville,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
